entity_id,age,country,account_plan,tenure_days,email_verified
user_00809,41,FR,free,1848,True
user_00810,24,UK,free,1916,True
user_00811,37,UK,pro,758,True
user_00812,27,AU,basic,3557,True
user_00813,33,UK,pro,3445,False
user_00814,59,JP,free,1504,False
user_00815,42,JP,free,1817,True
user_00816,65,FR,free,3007,False
user_00817,65,BR,free,941,True
user_00818,19,US,basic,3395,False
user_00819,57,CA,basic,279,True
user_00820,69,AU,free,1724,True
user_00821,72,US,basic,3470,True
user_00822,48,UK,pro,355,True
user_00823,23,AU,free,1773,True
user_00824,45,US,pro,2125,True
user_00825,73,AU,free,266,False
user_00826,44,UK,basic,1991,True
user_00827,44,JP,enterprise,1810,True
user_00828,30,AU,free,1819,True
user_00829,44,US,free,2196,True
user_00830,65,AU,basic,2880,True
user_00831,72,FR,free,475,True
user_00832,53,CA,basic,505,True
user_00833,69,JP,free,1092,True
user_00834,20,BR,pro,1454,True
user_00835,25,FR,basic,1812,True
user_00836,67,BR,pro,360,True
user_00837,21,DE,free,2416,True
user_00838,50,FR,free,1734,False
user_00839,22,JP,free,2197,True
user_00840,62,UK,enterprise,3043,True
user_00841,65,BR,basic,67,True
user_00842,19,FR,basic,3361,False
user_00843,41,US,free,3379,True
user_00844,30,CA,free,2468,True
user_00845,50,AU,free,948,True
user_00846,73,FR,enterprise,2582,True
user_00847,52,BR,free,3487,True
user_00848,70,AU,free,1016,False
user_00849,33,US,pro,1598,True
user_00850,54,CA,free,2630,True
user_00851,45,CA,free,2239,True
user_00852,71,FR,free,24,True
user_00853,68,US,free,2939,False
user_00854,49,UK,basic,575,True
user_00855,73,JP,free,1837,False
user_00856,28,UK,pro,3263,True
user_00857,71,CA,free,1557,True
user_00858,66,US,free,1729,True
user_00859,37,FR,free,2393,True
user_00860,49,DE,free,2650,True
user_00861,28,BR,free,3443,True
user_00862,19,BR,enterprise,1885,True
user_00863,54,US,basic,1941,True
user_00864,61,US,free,1264,True
user_00865,33,US,basic,519,True
user_00866,66,BR,free,1326,True
user_00867,63,UK,free,3282,True
user_00868,38,FR,basic,2833,True
user_00869,56,CA,basic,1044,True
user_00870,38,BR,free,667,True
user_00871,53,UK,free,3101,True
user_00872,71,DE,free,2887,False
user_00873,27,CA,free,2854,True
user_00874,31,CA,free,808,False
user_00875,73,US,free,93,True
user_00876,52,JP,basic,2553,True
user_00877,45,FR,pro,224,True
user_00878,67,BR,pro,1553,True
user_00879,43,UK,free,2939,True
user_00880,60,JP,free,3395,True
user_00881,40,CA,free,1936,True
user_00882,35,US,free,566,False
user_00883,44,BR,free,1905,False
user_00884,63,BR,free,1673,True
user_00885,48,UK,free,352,True
user_00886,73,UK,basic,2065,False
user_00887,74,CA,pro,3235,True
user_00888,69,BR,enterprise,1005,True
user_00889,71,JP,free,218,True
user_00890,24,FR,free,133,True
user_00891,57,US,free,2144,True
user_00892,23,JP,free,2246,True
user_00893,65,JP,free,204,True
user_00894,49,AU,free,1411,True
user_00895,28,DE,basic,68,True
user_00896,69,CA,free,2548,True
user_00897,69,JP,free,1011,True
user_00898,33,CA,free,1161,True
user_00899,58,AU,free,2979,True
user_00900,66,FR,pro,539,True
user_00901,67,FR,enterprise,264,True
user_00902,43,JP,free,1631,False
user_00903,24,AU,basic,2149,True
user_00904,48,CA,free,2087,True
user_00905,68,JP,free,616,True
user_00906,66,BR,free,2357,True
user_00907,26,US,free,258,True
user_00908,23,FR,free,342,False
user_00909,33,AU,free,840,True
user_00910,35,CA,free,3577,True
user_00911,21,DE,pro,19,True
user_00912,51,BR,free,2640,True
user_00913,25,FR,free,2320,True
user_00914,25,DE,enterprise,981,True
user_00915,18,BR,free,516,True
user_00916,74,JP,free,1002,True
user_00917,49,BR,free,2211,True
user_00918,62,FR,free,1630,True
user_00919,67,BR,free,1615,True
user_00920,31,BR,free,3139,True
user_00921,62,DE,pro,2480,True
user_00922,36,FR,basic,3595,True
user_00923,72,DE,free,987,True
user_00924,63,DE,free,2352,True
user_00925,55,FR,basic,2324,True
user_00926,28,AU,pro,3571,True
user_00927,41,DE,free,762,True
user_00928,26,DE,free,2115,True
user_00929,53,US,free,2182,True
user_00930,71,CA,free,3390,True
user_00931,66,AU,basic,2047,True
user_00932,69,FR,free,1730,True
user_00933,44,JP,pro,568,True
user_00934,40,FR,free,2745,True
user_00935,59,UK,free,695,False
user_00936,32,US,pro,824,False
user_00937,24,FR,enterprise,2862,True
user_00938,34,FR,pro,2815,True
user_00939,48,CA,free,2906,True
user_00940,26,DE,free,2499,True
user_00941,45,DE,enterprise,1628,True
user_00942,50,AU,basic,973,True
user_00943,23,FR,pro,3017,True
user_00944,22,DE,basic,2511,False
user_00945,62,DE,basic,1785,True
user_00946,36,CA,free,169,True
user_00947,45,JP,free,2127,True
user_00948,42,BR,basic,336,False
user_00949,42,US,free,1908,True
user_00950,23,FR,basic,1903,True
user_00951,66,CA,pro,2273,True
user_00952,23,CA,pro,3384,True
user_00953,22,BR,pro,2268,True
user_00954,53,UK,free,2949,True
user_00955,50,CA,pro,2347,True
user_00956,58,AU,pro,1507,True
user_00957,65,AU,basic,3380,True
user_00958,21,DE,basic,996,True
user_00959,71,BR,basic,1542,False
user_00960,56,JP,free,1750,True
user_00961,67,JP,enterprise,216,True
user_00962,68,CA,free,613,True
user_00963,23,AU,pro,68,False
user_00964,40,US,free,1484,True
user_00965,31,AU,basic,2600,True
user_00966,62,UK,free,2307,True
user_00967,74,JP,pro,2431,True
user_00968,18,JP,basic,1822,True
user_00969,21,US,free,1360,True
user_00970,28,FR,free,3405,True
user_00971,36,DE,basic,3406,True
user_00972,47,FR,basic,2705,False
user_00973,52,JP,basic,740,True
user_00974,37,FR,free,3475,True
user_00975,22,BR,enterprise,2083,True
user_00976,44,BR,enterprise,2347,True
user_00977,58,FR,free,1554,True
user_00978,38,AU,free,3566,True
user_00979,72,UK,basic,1663,True
user_00980,66,DE,free,2274,True
user_00981,40,AU,basic,824,True
user_00982,60,CA,pro,1184,True
user_00983,19,BR,free,7,True
user_00984,65,AU,pro,1520,True
user_00985,67,UK,basic,2349,True
user_00986,34,JP,free,1376,True
user_00987,38,UK,pro,1508,True
user_00988,23,US,pro,1969,True
user_00989,74,DE,basic,660,True
user_00990,24,UK,free,574,True
user_00991,40,BR,free,2505,True
user_00992,73,UK,free,439,False
user_00993,31,AU,free,2012,False
user_00994,58,US,pro,1555,True
user_00995,37,US,basic,136,True
user_00996,51,US,basic,2965,False
user_00997,46,AU,basic,2307,True
user_00998,50,US,free,479,True
user_00999,42,CA,free,30,True
user_01000,31,US,free,2949,True
user_01001,57,US,enterprise,3543,True
user_01002,58,BR,pro,2872,True
user_01003,59,FR,basic,303,True
user_01004,56,US,free,3411,True
user_01005,20,BR,enterprise,2474,True
user_01006,63,BR,free,68,True
user_01007,55,UK,free,2043,True
user_01008,36,FR,free,3576,True
user_01009,29,BR,basic,1614,True
user_01010,21,AU,free,2532,False
user_01011,22,UK,pro,956,True
user_01012,30,DE,basic,3253,True
user_01013,26,AU,enterprise,2739,True
user_01014,40,DE,basic,1044,True
user_01015,39,UK,free,1439,True
user_01016,44,CA,pro,3266,False
user_01017,74,FR,free,1348,True
user_01018,38,US,basic,1127,True
user_01019,50,CA,basic,1417,False
user_01020,24,FR,basic,2624,False
user_01021,72,CA,free,1863,True
user_01022,39,UK,free,3373,True
user_01023,59,JP,free,434,True
user_01024,33,AU,basic,1862,False
user_01025,23,FR,enterprise,680,False
user_01026,19,FR,basic,1761,True
user_01027,44,DE,pro,2962,False
user_01028,34,BR,enterprise,1107,True
user_01029,74,CA,basic,1278,True
user_01030,72,DE,basic,2049,True
user_01031,65,FR,enterprise,313,True
user_01032,39,AU,basic,143,True
user_01033,43,UK,free,1720,True
user_01034,70,DE,free,1253,True
user_01035,56,CA,free,2940,True
user_01036,28,FR,free,276,True
user_01037,34,US,basic,1306,True
user_01038,54,BR,enterprise,959,True
user_01039,29,DE,free,391,False
user_01040,64,DE,free,3199,True
user_01041,62,AU,free,591,True
user_01042,24,JP,free,1432,True
user_01043,61,FR,free,2625,False
user_01044,38,AU,basic,763,False
user_01045,74,AU,pro,3386,True
user_01046,21,FR,free,3174,False
user_01047,24,FR,free,1451,True
user_01048,58,DE,free,2801,True
user_01049,57,US,free,993,True
user_01050,44,CA,basic,615,True
user_01051,60,CA,free,2842,True
user_01052,32,US,enterprise,1575,True
user_01053,47,DE,basic,1611,True
user_01054,34,JP,pro,87,True
user_01055,42,BR,pro,1725,True
user_01056,24,BR,free,1563,True
user_01057,38,AU,pro,1191,True
user_01058,63,BR,pro,1291,True
user_01059,52,AU,pro,1285,True
user_01060,32,DE,basic,3548,True
user_01061,47,DE,basic,3560,True
user_01062,20,BR,pro,2916,True
user_01063,56,FR,basic,3452,True
user_01064,46,JP,enterprise,927,True
user_01065,41,AU,enterprise,1439,True
user_01066,61,CA,free,2342,False
user_01067,31,JP,enterprise,1575,True
user_01068,21,JP,free,1960,True
user_01069,52,AU,free,810,True
user_01070,23,UK,pro,430,True
user_01071,56,BR,pro,2227,True
user_01072,47,FR,pro,222,True
user_01073,66,DE,pro,2194,True
user_01074,31,BR,pro,694,False
user_01075,52,US,free,1041,True
user_01076,57,DE,pro,63,True
user_01077,61,BR,pro,2356,True
user_01078,38,CA,pro,1075,True
user_01079,68,AU,enterprise,838,True
user_01080,18,US,pro,350,True
user_01081,64,AU,free,814,True
user_01082,64,AU,pro,1398,True
user_01083,27,FR,free,151,True
user_01084,73,DE,free,2832,True
user_01085,46,JP,enterprise,3544,True
user_01086,56,AU,pro,3459,True
user_01087,69,JP,pro,1334,False
user_01088,63,BR,free,2268,True
user_01089,51,AU,basic,1937,True
user_01090,53,JP,basic,3041,True
user_01091,54,US,pro,1179,True
user_01092,27,FR,free,3204,True
user_01093,67,UK,free,1175,False
user_01094,56,BR,basic,774,True
user_01095,52,BR,free,2899,True
user_01096,21,US,free,1688,True
user_01097,45,US,free,35,True
user_01098,74,AU,free,1356,False
user_01099,45,FR,basic,1919,False
user_01100,54,CA,free,1318,True
user_01101,71,UK,free,1724,True
user_01102,71,FR,free,2350,False
user_01103,53,US,pro,3196,True
user_01104,31,CA,basic,2009,True
user_01105,37,JP,pro,1867,True
user_01106,30,BR,pro,1649,True
user_01107,61,US,basic,1180,True
user_01108,68,UK,free,709,True
user_01109,26,UK,free,66,True
user_01110,27,UK,free,1913,True
user_01111,68,FR,basic,3638,True
user_01112,71,US,free,909,True
user_01113,50,FR,pro,1624,True
user_01114,45,BR,basic,598,True
user_01115,26,UK,basic,2657,True
user_01116,41,BR,free,3195,False
user_01117,55,BR,basic,1208,True
user_01118,47,BR,basic,2036,True
user_01119,64,DE,basic,2545,True
user_01120,20,US,basic,641,True
user_01121,34,BR,free,1778,True
user_01122,63,FR,free,762,True
user_01123,72,JP,pro,2910,True
user_01124,54,CA,free,2199,True
user_01125,42,UK,free,3467,True
user_01126,72,US,free,2641,True
user_01127,63,US,free,1627,True
user_01128,34,CA,free,3613,True
user_01129,33,DE,free,2649,True
user_01130,32,UK,enterprise,3442,False
user_01131,27,AU,free,16,False
user_01132,27,JP,basic,767,True
user_01133,25,US,enterprise,122,True
user_01134,43,DE,basic,528,True
user_01135,45,FR,free,347,True
user_01136,58,BR,pro,2142,True
user_01137,45,FR,pro,1931,True
user_01138,72,BR,free,1323,True
user_01139,25,DE,basic,1090,True
user_01140,49,BR,basic,1168,True
user_01141,37,JP,free,2545,True
user_01142,70,UK,free,2487,True
user_01143,44,AU,pro,1937,True
user_01144,58,FR,free,2618,True
user_01145,52,AU,basic,3588,True
user_01146,74,JP,free,689,True
user_01147,69,UK,basic,1362,True
user_01148,72,AU,basic,1811,True
user_01149,29,FR,free,3531,True
user_01150,56,DE,basic,2480,True
user_01151,72,FR,free,2466,True
user_01152,63,FR,free,2557,True
user_01153,35,AU,pro,2189,False
user_01154,67,FR,free,2198,True
user_01155,19,BR,free,1269,True
user_01156,39,US,pro,2518,True
user_01157,73,UK,free,3343,True
user_01158,41,JP,enterprise,1297,False
user_01159,63,DE,free,1817,True
user_01160,63,FR,enterprise,46,True
user_01161,62,FR,pro,1732,True
user_01162,49,AU,free,3035,True
user_01163,33,DE,free,3273,True
user_01164,49,AU,basic,1529,True
user_01165,57,FR,pro,2645,True
user_01166,61,UK,pro,1602,True
user_01167,44,US,free,1644,True
user_01168,19,CA,free,2319,False
user_01169,22,FR,free,3121,False
user_01170,43,AU,free,2341,False
user_01171,42,DE,basic,1229,True
user_01172,24,BR,enterprise,2676,True
user_01173,56,FR,pro,2748,True
user_01174,24,DE,free,1577,True
user_01175,65,AU,free,2980,True
user_01176,19,AU,pro,1764,False
user_01177,62,JP,basic,1827,False
user_01178,44,UK,pro,1498,True
user_01179,39,BR,free,96,True
user_01180,50,CA,free,2976,False
user_01181,72,UK,basic,3159,True
user_01182,69,CA,basic,2286,True
user_01183,48,DE,free,233,False
user_01184,43,JP,free,3584,True
user_01185,62,FR,free,475,True
user_01186,61,AU,free,225,True
user_01187,22,DE,free,1372,True
user_01188,45,BR,free,492,True
user_01189,22,AU,basic,1028,False
user_01190,28,AU,basic,555,True
user_01191,57,BR,basic,1552,True
user_01192,61,FR,basic,2334,True
user_01193,61,UK,pro,1443,False
user_01194,38,BR,basic,2063,True
user_01195,23,CA,free,677,True
user_01196,51,US,free,987,True
user_01197,33,JP,basic,368,True
user_01198,20,UK,basic,1844,True
user_01199,37,AU,free,2884,True
user_01200,22,CA,basic,1382,True
user_01201,45,CA,free,3533,True
user_01202,51,JP,free,2610,True
user_01203,28,JP,basic,2287,True
user_01204,61,JP,free,2684,True
user_01205,72,UK,free,1660,True
user_01206,64,JP,free,1775,True
user_01207,25,AU,basic,3128,True
user_01208,36,JP,basic,2834,False
user_01209,40,FR,free,2193,True
user_01210,45,US,free,277,True
user_01211,61,AU,basic,1952,True
user_01212,45,BR,free,1302,True
user_01213,61,FR,free,2049,True
user_01214,69,FR,pro,2467,True
user_01215,37,AU,pro,2235,True
user_01216,61,CA,free,1891,True
user_01217,32,BR,free,2918,True
user_01218,40,DE,pro,3331,True
user_01219,41,DE,free,3482,True
user_01220,31,JP,pro,1462,True
user_01221,57,DE,pro,2560,True
user_01222,40,DE,pro,1385,False
user_01223,65,JP,basic,1142,False
user_01224,45,US,basic,3482,True
user_01225,41,CA,basic,2841,True
user_01226,27,UK,free,2270,False
user_01227,55,UK,enterprise,2831,True
user_01228,31,CA,free,224,False
user_01229,42,DE,free,2720,True
user_01230,26,US,basic,3392,True
user_01231,18,BR,enterprise,3084,False
user_01232,68,JP,basic,62,True
user_01233,33,CA,free,2039,True
user_01234,59,US,basic,1751,False
user_01235,72,UK,free,864,True
user_01236,61,US,pro,509,True
user_01237,71,DE,pro,1125,True
user_01238,18,DE,free,3075,True
user_01239,53,FR,enterprise,983,True
user_01240,37,BR,free,1802,False
user_01241,53,AU,free,50,True
user_01242,28,DE,basic,2273,True
user_01243,39,FR,free,2541,True
user_01244,64,AU,pro,3632,True
user_01245,38,BR,pro,1307,True
user_01246,27,UK,free,1537,True
user_01247,71,BR,pro,3637,True
user_01248,51,AU,pro,1873,True
user_01249,42,UK,free,251,True
user_01250,52,BR,basic,2278,False
user_01251,53,FR,free,2945,False
user_01252,57,JP,pro,3562,True
user_01253,58,CA,free,781,True
user_01254,69,FR,pro,1176,True
user_01255,18,DE,free,3366,True
user_01256,58,FR,free,2910,False
user_01257,27,AU,enterprise,415,False
user_01258,60,US,free,475,True
user_01259,24,CA,free,589,True
user_01260,37,JP,free,557,True
user_01261,42,CA,free,2926,True
user_01262,34,BR,free,2572,True
user_01263,67,JP,enterprise,2710,False
user_01264,43,DE,pro,3334,False
user_01265,27,US,free,2781,True
user_01266,30,US,basic,1301,True
user_01267,67,JP,free,2618,True
user_01268,22,FR,basic,3382,True
user_01269,58,AU,basic,1320,True
user_01270,51,JP,enterprise,542,True
user_01271,60,BR,basic,2192,True
user_01272,22,CA,pro,1195,True
user_01273,60,UK,enterprise,2083,False
user_01274,23,FR,free,35,True
user_01275,62,BR,basic,2252,False
user_01276,51,DE,basic,2958,True
user_01277,28,AU,free,1905,True
user_01278,73,US,basic,1657,True
user_01279,26,JP,free,2462,True
user_01280,20,JP,free,2010,True
user_01281,71,FR,free,2646,True
user_01282,58,AU,free,1052,True
user_01283,24,JP,pro,3259,False
user_01284,32,US,free,1643,True
user_01285,67,JP,pro,337,True
user_01286,50,JP,free,423,True
user_01287,73,BR,pro,545,True
user_01288,28,BR,free,2888,True
user_01289,45,AU,free,3107,True
user_01290,19,BR,pro,611,True
user_01291,71,US,enterprise,522,True
user_01292,58,JP,free,384,True
user_01293,40,JP,pro,2064,True
user_01294,44,BR,basic,1927,True
user_01295,44,JP,free,2474,True
user_01296,42,DE,free,3512,False
user_01297,74,DE,free,2423,True
user_01298,49,AU,basic,1814,False
user_01299,65,JP,free,927,True
user_01300,68,FR,pro,564,False
user_01301,46,UK,pro,3261,False
user_01302,42,DE,free,2459,True
user_01303,37,AU,free,2111,True
user_01304,74,DE,pro,495,True
user_01305,38,FR,free,228,True
user_01306,50,BR,free,2385,True
user_01307,74,AU,free,2042,True
user_01308,68,UK,free,3152,True
user_01309,49,FR,pro,3125,True
user_01310,65,UK,free,447,False
user_01311,29,DE,free,2328,True
user_01312,57,BR,pro,850,True
user_01313,25,CA,enterprise,2071,True
user_01314,38,DE,free,2843,False
user_01315,30,BR,basic,1866,True
user_01316,42,UK,basic,2370,True
user_01317,69,JP,basic,1811,True
user_01318,49,UK,enterprise,204,True
user_01319,24,BR,basic,2305,False
user_01320,52,DE,free,104,True
user_01321,49,JP,basic,77,True
user_01322,69,DE,free,871,False
user_01323,53,CA,free,3201,True
user_01324,29,FR,pro,1596,True
user_01325,48,DE,free,3067,True
user_01326,24,DE,free,1459,True
user_01327,72,DE,free,1392,True
user_01328,46,JP,free,1455,True
user_01329,59,CA,free,3437,False
user_01330,55,FR,enterprise,557,False
user_01331,20,FR,pro,2171,True
user_01332,40,BR,free,2025,True
user_01333,38,BR,basic,2521,True
user_01334,38,US,free,407,True
user_01335,35,JP,basic,2638,True
user_01336,58,JP,free,3605,True
user_01337,53,JP,pro,2889,False
user_01338,29,CA,free,3614,True
user_01339,51,DE,basic,2427,True
user_01340,21,CA,basic,3152,True
user_01341,25,FR,free,3077,True
user_01342,29,UK,pro,2490,True
user_01343,49,AU,free,3007,False
user_01344,68,BR,basic,2632,True
user_01345,47,US,free,2520,True
user_01346,60,CA,pro,874,True
user_01347,32,BR,basic,3648,True
user_01348,29,BR,pro,2844,True
user_01349,30,CA,enterprise,1448,True
user_01350,20,CA,enterprise,3605,True
user_01351,28,DE,basic,2024,True
user_01352,18,AU,free,2511,True
user_01353,74,CA,enterprise,1544,True
user_01354,70,BR,basic,2042,True
user_01355,73,DE,pro,3317,True
user_01356,57,BR,free,2916,True
user_01357,67,CA,pro,2679,False
user_01358,58,AU,free,819,True
user_01359,28,CA,free,1122,True
user_01360,60,JP,enterprise,875,True
user_01361,69,UK,pro,2738,True
user_01362,35,AU,basic,233,True
user_01363,56,UK,basic,1294,True
user_01364,52,FR,free,2888,True
user_01365,38,US,free,1172,True
user_01366,40,FR,pro,2982,True
user_01367,20,CA,enterprise,915,True
user_01368,29,CA,free,3,True
user_01369,51,AU,free,2028,True
user_01370,61,DE,free,592,False
user_01371,19,DE,free,555,True
user_01372,30,DE,free,519,True
user_01373,18,FR,basic,2934,True
user_01374,23,CA,free,2577,True
user_01375,73,BR,enterprise,2663,True
user_01376,61,FR,free,864,True
user_01377,52,UK,free,3423,True
user_01378,68,FR,basic,2360,True
user_01379,47,UK,free,3627,True
user_01380,66,DE,free,2040,False
user_01381,40,US,basic,3025,True
user_01382,69,FR,basic,2195,True
user_01383,40,BR,free,2414,True
user_01384,60,US,free,3018,True
user_01385,52,AU,free,2090,True
user_01386,26,AU,pro,2205,True
user_01387,63,DE,free,2079,True
user_01388,65,UK,pro,2727,True
user_01389,59,UK,free,2509,True
user_01390,40,JP,free,1028,True
user_01391,36,UK,basic,2589,True
user_01392,35,UK,free,2782,True
user_01393,25,BR,pro,518,True
user_01394,44,BR,pro,884,True
user_01395,60,JP,free,3548,True
user_01396,68,CA,pro,77,False
user_01397,38,US,enterprise,2881,False
user_01398,52,US,basic,2895,True
user_01399,20,JP,free,3566,True
user_01400,48,FR,basic,1617,True
user_01401,49,UK,basic,2811,True
user_01402,43,DE,free,702,True
user_01403,53,FR,pro,195,True
user_01404,64,UK,free,289,True
user_01405,25,UK,pro,2216,True
user_01406,35,UK,basic,817,True
user_01407,33,US,free,3034,True
user_01408,57,BR,free,1559,True
user_01409,47,JP,free,2001,True
user_01410,45,BR,free,2336,True
user_01411,59,DE,free,1175,True
user_01412,71,JP,free,3125,False
user_01413,22,UK,pro,905,True
user_01414,30,AU,free,3365,True
user_01415,29,UK,free,3349,False
user_01416,24,UK,free,669,True
user_01417,59,AU,pro,1214,False
user_01418,31,AU,free,143,True
user_01419,23,DE,free,1331,False
user_01420,49,CA,basic,1699,True
user_01421,26,AU,free,843,True
user_01422,68,BR,free,762,False
user_01423,67,AU,pro,663,False
user_01424,31,AU,free,2041,True
user_01425,32,DE,free,1501,True
user_01426,36,BR,pro,521,True
user_01427,25,JP,basic,2863,False
user_01428,28,UK,free,2463,True
user_01429,27,UK,free,3168,False
user_01430,49,CA,free,3294,True
user_01431,64,CA,basic,984,True
user_01432,68,FR,basic,177,True
user_01433,21,JP,free,361,False
user_01434,31,AU,enterprise,887,True
user_01435,41,FR,basic,1876,True
user_01436,26,FR,free,999,True
user_01437,31,DE,basic,2742,True
user_01438,38,BR,free,2790,True
user_01439,63,UK,free,894,True
user_01440,74,BR,pro,1673,False
user_01441,62,AU,enterprise,1478,False
user_01442,61,UK,free,3640,True
user_01443,28,DE,basic,186,False
user_01444,18,JP,pro,28,True
user_01445,24,AU,free,492,True
user_01446,32,FR,free,1903,True
user_01447,56,CA,free,117,True
user_01448,35,JP,free,2734,True
user_01449,42,AU,enterprise,2416,True
user_01450,20,BR,pro,1895,True
user_01451,72,CA,enterprise,1584,True
user_01452,65,UK,enterprise,495,True
user_01453,51,CA,basic,3486,True
user_01454,62,DE,enterprise,1334,True
user_01455,57,US,free,3590,True
user_01456,48,JP,free,3114,False
user_01457,43,FR,free,3512,True
user_01458,20,UK,pro,2695,True
user_01459,30,UK,enterprise,189,False
user_01460,41,CA,free,1169,True
user_01461,67,CA,enterprise,97,False
user_01462,37,US,free,2980,True
user_01463,42,AU,pro,2213,True
user_01464,70,FR,free,2028,True
user_01465,55,US,free,489,True
user_01466,50,UK,basic,2941,False
user_01467,22,CA,pro,2654,True
user_01468,61,US,enterprise,190,True
user_01469,62,US,basic,418,False
user_01470,19,DE,free,3058,True
user_01471,64,AU,free,262,False
user_01472,22,UK,free,1060,True
user_01473,58,JP,basic,202,False
user_01474,68,JP,free,1278,True
user_01475,52,BR,basic,10,True
user_01476,42,US,free,3097,True
user_01477,40,FR,basic,902,True
user_01478,43,AU,free,823,True
user_01479,50,BR,free,2743,True
user_01480,68,JP,free,2878,True
user_01481,59,BR,free,1421,False
user_01482,56,JP,basic,2650,True
user_01483,64,DE,free,483,True
user_01484,22,AU,pro,2757,True
user_01485,56,AU,pro,1048,True
user_01486,42,BR,free,1939,True
user_01487,27,JP,free,3150,True
user_01488,29,BR,basic,365,True
user_01489,67,FR,free,2990,True
user_01490,73,FR,pro,776,True
user_01491,30,FR,pro,2964,True
user_01492,61,DE,free,2641,False
user_01493,40,JP,enterprise,2462,True
user_01494,27,DE,basic,1121,True
user_01495,65,BR,basic,637,True
user_01496,24,AU,free,1142,True
user_01497,55,DE,enterprise,1749,True
user_01498,70,CA,basic,2144,True
user_01499,50,BR,pro,87,True
user_01500,37,AU,pro,1209,False
user_01501,71,FR,basic,997,True
user_01502,74,JP,free,3093,False
user_01503,56,UK,basic,555,True
user_01504,38,BR,pro,3287,True
user_01505,27,DE,free,1985,True
user_01506,33,US,free,3595,True
user_01507,38,CA,free,30,True
user_01508,61,UK,basic,2098,True
user_01509,73,BR,pro,3424,True
user_01510,71,CA,pro,1257,True
user_01511,74,UK,free,253,True
user_01512,23,US,enterprise,2806,True
user_01513,50,UK,enterprise,2792,True
user_01514,39,DE,basic,1609,True
user_01515,73,DE,basic,249,True
user_01516,65,AU,basic,2137,True
user_01517,71,DE,free,546,True
user_01518,62,JP,basic,2386,True
user_01519,32,US,free,2715,True
user_01520,26,US,pro,3617,False
user_01521,65,DE,basic,1916,True
user_01522,62,AU,pro,3169,True
user_01523,55,AU,pro,495,True
user_01524,31,AU,free,719,True
user_01525,69,JP,free,3157,True
user_01526,61,BR,free,3378,True
user_01527,71,JP,free,2228,True
user_01528,46,DE,free,1261,True
user_01529,31,BR,pro,3429,True
user_01530,54,DE,free,1211,True
user_01531,65,BR,basic,901,True
user_01532,25,JP,basic,2808,True
user_01533,72,DE,basic,539,True
user_01534,51,CA,pro,402,True
user_01535,20,US,basic,1854,True
user_01536,49,BR,pro,2563,False
user_01537,18,JP,enterprise,2291,True
user_01538,70,UK,free,1512,True
user_01539,38,UK,basic,919,False
user_01540,53,UK,free,2235,True
user_01541,24,AU,free,3211,True
user_01542,18,DE,enterprise,1460,True
user_01543,34,DE,enterprise,3531,True
user_01544,54,FR,enterprise,3283,True
user_01545,74,FR,basic,2391,True
user_01546,24,JP,free,1220,False
user_01547,20,BR,free,8,True
user_01548,49,DE,free,320,True
user_01549,50,AU,free,14,False
user_01550,43,JP,free,3151,True
user_01551,40,US,basic,3001,True
user_01552,41,AU,free,2823,True
user_01553,46,DE,pro,2974,True
user_01554,69,BR,enterprise,1817,True
user_01555,21,UK,basic,2427,True
user_01556,32,AU,free,583,False
user_01557,32,JP,free,2849,True
user_01558,35,FR,free,3001,True
user_01559,52,UK,free,1506,False
user_01560,42,UK,pro,1659,True
user_01561,68,CA,free,2194,True
user_01562,71,DE,pro,2180,True
user_01563,61,BR,free,325,True
user_01564,43,FR,free,587,False
user_01565,64,CA,pro,2760,True
user_01566,43,CA,free,2750,True
user_01567,34,BR,free,3397,True
user_01568,33,AU,free,2683,False
user_01569,73,US,free,3208,True
user_01570,65,FR,free,1212,True
user_01571,28,CA,free,2067,True
user_01572,36,CA,free,174,True
user_01573,29,US,free,1044,True
user_01574,73,DE,free,74,True
user_01575,37,FR,enterprise,1898,False
user_01576,37,FR,free,1703,True
user_01577,60,US,free,599,True
user_01578,48,UK,pro,107,True
user_01579,45,AU,free,779,False
user_01580,28,AU,free,840,False
user_01581,45,US,free,2617,False
user_01582,72,JP,free,2330,True
user_01583,35,CA,enterprise,2486,True
user_01584,44,FR,basic,2933,True
user_01585,60,DE,free,387,True
user_01586,43,US,pro,2701,True
user_01587,55,DE,basic,252,True
user_01588,25,CA,basic,339,True
user_01589,26,AU,free,735,True
user_01590,68,CA,free,3014,True
user_01591,30,US,free,2275,True
user_01592,41,JP,free,1221,True
user_01593,31,CA,free,2460,False
user_01594,74,US,free,2059,True
user_01595,38,US,free,3046,True
user_01596,50,DE,free,3084,True
user_01597,46,DE,enterprise,3202,True
user_01598,24,CA,free,77,True
user_01599,56,JP,free,1061,True
user_01600,26,BR,free,1570,True
user_01601,55,AU,free,2790,True
user_01602,58,AU,basic,412,True
user_01603,31,UK,pro,971,True
user_01604,65,UK,basic,266,True
user_01605,32,JP,free,725,True
user_01606,40,AU,basic,1553,False
user_01607,61,US,free,2120,True
user_01608,71,UK,basic,1751,True
user_01609,56,UK,pro,801,True
user_01610,57,JP,free,565,False
user_01611,37,DE,pro,1588,True
user_01612,67,UK,pro,283,True
user_01613,40,US,basic,1130,True
user_01614,24,FR,basic,2342,True
user_01615,46,US,free,2261,True
user_01616,18,FR,free,1973,True
